Category,Question,Response,Age,Gender,RaceEthnicity,RiskFactor,RiskFactorResponse,Sample_Size
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,18-39 years,All genders,"White, non-Hispanic",All participants,Total,4188
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,12-17 years,Female,"Hispanic, any race",Diabetes,No,399
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,All genders,Other,Hypertension,No,464
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,Female,"Hispanic, any race",All participants,Total,531
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,Male,Other,Smoking,Yes,31
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,65-79 years,Female,Other,All participants,Total,36
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,80 years and older,Male,"White, non-Hispanic",Hypertension,No,214
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,12-17 years,Male,"Black, non-Hispanic",Hypertension,Yes,66
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,All genders,Other,Hypertension,No,444
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,18-39 years,All genders,All races,Smoking,No,4801
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80 years and older,All genders,All races,Diabetes,No,451
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,12-17 years,All genders,"Hispanic, any race",Hypertension,Yes,94
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,40-64 years,All genders,Other,Hypertension,Yes,143
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,12-17 years,All genders,All races,Hypertension,Yes,241
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,12-17 years,Male,Other,Diabetes,No,54
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,Female,All races,Diabetes,No,2143
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,40-64 years,All genders,Other,Hypertension,No,192
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,65-79 years,All genders,"Hispanic, any race",Diabetes,Yes,251
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,80 years and older,Female,All races,Smoking,No,695
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Female,All races,Diabetes,Yes,667
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,80 years and older,Male,"White, non-Hispanic",All participants,Total,617
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),65-79 years,Male,"Black, non-Hispanic",Smoking,Yes,227
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,0-17 years,All genders,"White, non-Hispanic",Hypertension,Yes,32
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,Female,Other,All participants,Total,254
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,Female,"Black, non-Hispanic",Diabetes,Yes,228
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,All genders,Other,Hypertension,Yes,61
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,Male,"Hispanic, any race",Smoking,Yes,341
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,All genders,"Black, non-Hispanic",Smoking,No,1140
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-79 years,All genders,"White, non-Hispanic",Hypertension,Yes,1543
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,Male,Other,Smoking,Yes,31
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Male,"Hispanic, any race",Hypertension,Yes,95
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,Female,Other,All participants,Total,272
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,12-17 years,Male,"Hispanic, any race",Diabetes,No,406
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,12-17 years,All genders,Other,Hypertension,No,299
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,All genders,"Black, non-Hispanic",Hypertension,No,68
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,65-79 years,Female,All races,Diabetes,Yes,441
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),40-64 years,Male,"White, non-Hispanic",Smoking,Yes,1317
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,Female,"White, non-Hispanic",Hypertension,No,1391
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,12-17 years,Male,Other,Hypertension,No,141
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,Female,All races,Diabetes,Yes,667
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,Male,All races,Hypertension,Yes,540
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,All genders,"Hispanic, any race",Smoking,No,468
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,Female,"White, non-Hispanic",Diabetes,Yes,204
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,Female,"Hispanic, any race",All participants,Total,1217
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Female,All races,Diabetes,No,613
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Female,All races,Hypertension,Yes,1864
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,Female,"Black, non-Hispanic",Hypertension,Yes,139
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,40-64 years,Male,All races,All participants,Total,4336
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,Female,All races,Smoking,Yes,1517
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,Female,"Black, non-Hispanic",Hypertension,Yes,294
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,Male,All races,All participants,Total,4878
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,65-79 years,Male,All races,Smoking,No,620
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,Female,"Black, non-Hispanic",Hypertension,No,1080
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,12-17 years,All genders,"Hispanic, any race",Hypertension,Yes,67
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,12-17 years,Female,"Black, non-Hispanic",Hypertension,Yes,44
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,12-17 years,Male,"White, non-Hispanic",All participants,Total,1031
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,65-79 years,Female,Other,All participants,Total,36
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,18-39 years,Male,All races,Smoking,No,1920
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,All genders,"White, non-Hispanic",Hypertension,Yes,1520
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,Male,Other,Smoking,Yes,83
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,12-17 years,Male,All races,Diabetes,Yes,30
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,Male,Other,Smoking,Yes,80
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,Male,All races,Smoking,Yes,2718
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,18-39 years,Female,"White, non-Hispanic",Hypertension,No,815
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,Male,"Hispanic, any race",Hypertension,Yes,186
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,Male,"Hispanic, any race",Diabetes,No,574
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,Male,"Hispanic, any race",Smoking,No,592
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Male,"Black, non-Hispanic",Smoking,Yes,144
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-79 years,All genders,"White, non-Hispanic",All participants,Total,2348
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-79 years,Female,All races,Hypertension,Yes,1440
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,0-17 years,Female,"Hispanic, any race",All participants,Total,457
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),80 years and older,Female,All races,Hypertension,No,102
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,40-64 years,Female,"White, non-Hispanic",Diabetes,Yes,190
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,40-64 years,Male,Other,All participants,Total,150
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,All genders,"Hispanic, any race",Smoking,No,468
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Female,All races,Smoking,Yes,362
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,18-39 years,All genders,"Hispanic, any race",Hypertension,No,3175
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,Male,"White, non-Hispanic",Smoking,Yes,1344
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,80 years and older,Male,"White, non-Hispanic",Smoking,Yes,433
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,Male,"White, non-Hispanic",Hypertension,Yes,218
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,80 years and older,All genders,"Hispanic, any race",All participants,Total,152
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,12-17 years,All genders,All races,Hypertension,Yes,239
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,All genders,"Black, non-Hispanic",Hypertension,No,2049
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,40-64 years,Female,All races,Hypertension,No,2602
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,Male,"White, non-Hispanic",Hypertension,No,1698
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,All genders,All races,Smoking,No,4185
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,Male,All races,All participants,Total,5194
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Male,"White, non-Hispanic",Hypertension,No,1356
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,Female,All races,All participants,Total,2183
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),40-64 years,All genders,"Hispanic, any race",Smoking,No,1234
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,80 years and older,All genders,All races,Hypertension,No,341
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,Female,All races,Smoking,No,2839
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,Female,All races,Smoking,No,2909
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),12-17 years,Female,"Black, non-Hispanic",All participants,Total,1117
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),40-64 years,All genders,All races,Hypertension,Yes,3496
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,Male,"Hispanic, any race",Hypertension,Yes,425
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,All genders,Other,Hypertension,No,104
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,65-79 years,All genders,"Black, non-Hispanic",Hypertension,No,129
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,Female,"White, non-Hispanic",Hypertension,Yes,744
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,Female,Other,All participants,Total,94
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,12-17 years,All genders,Other,All participants,Total,306
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,Male,Other,Diabetes,No,79
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,Female,All races,Hypertension,Yes,422
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,Male,"White, non-Hispanic",Smoking,No,717
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,All genders,"Black, non-Hispanic",Hypertension,Yes,594
